edge_id,subject,subject_type,subject_subset,predicate,biolink_predicate,object,object_type,object_subset,pmid,trial,year,confidence,confidence_rationale,effect_size,p_value,direction,temporal_context
high_flow_nasal_oxyg__hasClinicalOutcome__proportion_of_patien__31577036,High-flow nasal oxygen with noninvasive ventilation,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Proportion of patients reintubated at day 7,biolink:ClinicalFinding,POI_outcome,31577036,,2019,0.6,"Haiku-extracted from PMID:31577036, direction=BENEFIT",-6.4,0.02,BENEFIT,
intravenous_n_acetyl__hasClinicalOutcome__development_of_ards___8275731,Intravenous N-acetylcysteine (NAC),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Development of ARDS and mortality rate,biolink:ClinicalFinding,POI_outcome,8275731,,1994,0.6,"Haiku-extracted from PMID:8275731, direction=BENEFIT",-13.0,not statistically significant,BENEFIT,
adjunctive_corticost__hasClinicalOutcome__all_cause_mortality__26258555,Adjunctive corticosteroid therapy,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,All-cause mortality,biolink:ClinicalFinding,POI_outcome,26258555,,2015,0.6,"Haiku-extracted from PMID:26258555, direction=BENEFIT",2.8,0.067,BENEFIT,
noninvasive_positive__hasClinicalOutcome__endotracheal_intubat__10712326,Noninvasive positive-pressure ventilation (NPPV),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Endotracheal intubation rate,biolink:ClinicalFinding,POI_outcome,10712326,,2000,0.6,"Haiku-extracted from PMID:10712326, direction=BENEFIT",-14.87,0.002,BENEFIT,
titration_of_tidal_v__hasClinicalOutcome__presence_of_upper_in__7599810,Titration of tidal volume and induced hypercapnia,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Presence of upper inflection point on P-V curve,biolink:ClinicalFinding,POI_outcome,7599810,,1995,0.6,"Haiku-extracted from PMID:7599810, direction=BENEFIT",94.12,None,BENEFIT,
assessment_for_patie__hasClinicalOutcome__weaning_success_rate__9404759,Assessment for patient-ventilator trigger asynchrony,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Weaning success rate,biolink:ClinicalFinding,POI_outcome,9404759,,1997,0.6,"Haiku-extracted from PMID:9404759, direction=HARM",-41.0,None,HARM,
low_dose_corticoster__hasClinicalOutcome__mortality_in_ards_no__16374152,Low-dose corticosteroids,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Mortality in ARDS nonresponders,biolink:ClinicalFinding,POI_outcome,16374152,,2006,0.6,"Haiku-extracted from PMID:16374152, direction=BENEFIT",-22.0,0.013,BENEFIT,
noninvasive_ventilat__hasClinicalOutcome__mortality__11990914,Noninvasive ventilation (NIV),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Mortality,biolink:ClinicalFinding,POI_outcome,11990914,,2002,0.6,"Haiku-extracted from PMID:11990914, direction=BENEFIT",-8.0,0.03,BENEFIT,
tracheostomy__hasClinicalOutcome__work_of_breathing__9927347,Tracheostomy,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Work of breathing,biolink:ClinicalFinding,POI_outcome,9927347,,1999,0.6,"Haiku-extracted from PMID:9927347, direction=BENEFIT","{'PS-B': -0.5, 'PS-5': -0.8}","{'PS-B': '<0.05', 'PS-5': '<0.05', 'PS+5': '0.05'}",BENEFIT,
nimv_with_three_mask__hasClinicalOutcome__arterial_blood_gases__10890620,NIMV with three mask types,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,"Arterial blood gases, breathing pattern, and patients' tolerance to ventilation",biolink:ClinicalFinding,POI_outcome,10890620,,2000,0.6,"Haiku-extracted from PMID:10890620, direction=BENEFIT",None,None,BENEFIT,
early_physical_and_o__hasClinicalOutcome__feasibility_of_early__20711065,Early physical and occupational therapy,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Feasibility of early PT/OT,biolink:ClinicalFinding,POI_outcome,20711065,,2010,0.6,"Haiku-extracted from PMID:20711065, direction=FEASIBLE",None,None,FEASIBLE,
scheduled_extubation__hasClinicalOutcome__mortality_in_reintub__21376523,Scheduled extubation,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Mortality in reintubated patients,biolink:ClinicalFinding,POI_outcome,21376523,,2011,0.6,"Haiku-extracted from PMID:21376523, direction=HARM",OR,<0.001,HARM,
patient_directed_mus__hasClinicalOutcome__daily_anxiety__vas_0__23689789,Patient-directed music (PDM),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Daily anxiety (VAS 0-100),biolink:ClinicalFinding,POI_outcome,23689789,,2013,0.6,"Haiku-extracted from PMID:23689789, direction=BENEFIT",-19.5,0.003,BENEFIT,
respiratory_therapis__hasClinicalOutcome__weaning_rate__9927355,Respiratory therapist-driven protocol (TDP),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Weaning rate,biolink:ClinicalFinding,POI_outcome,9927355,,1999,0.6,"Haiku-extracted from PMID:9927355, direction=BENEFIT",None,<0.001,BENEFIT,
education_program_on__hasClinicalOutcome__ventilator_associate__12441746,Education program on VAP prevention,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Ventilator-associated pneumonia rate,biolink:ClinicalFinding,POI_outcome,12441746,,2002,0.6,"Haiku-extracted from PMID:12441746, direction=BENEFIT",-6.9,<0.001,BENEFIT,
hyperoxia__hasClinicalOutcome__28_day_mortality__28219612,Hyperoxia,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,28-day mortality,biolink:ClinicalFinding,POI_outcome,28219612,,2017,0.6,"Haiku-extracted from PMID:28219612, direction=NO EFFECT",8.0,0.12,NO EFFECT,
initial_oxygenation___hasClinicalOutcome__invasive_mechanical___28948369,Initial oxygenation strategy,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Invasive mechanical ventilation (IMV) rate,biolink:ClinicalFinding,POI_outcome,28948369,,2017,0.6,"Haiku-extracted from PMID:28948369, direction=BENEFIT",-0.23,0.05,BENEFIT,
fiberoptic_bronchosc__hasClinicalOutcome__need_for_intubation___20581167,Fiberoptic bronchoscopy with bronchoalveolar lavage (FO-BAL),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Need for intubation and mechanical ventilation,biolink:ClinicalFinding,POI_outcome,20581167,,2010,0.6,"Haiku-extracted from PMID:20581167, direction=NO EFFECT",-3.3,0.62,NO EFFECT,
noninvasive_pressure__hasClinicalOutcome__need_for_intubation__12958051,Noninvasive pressure support ventilation,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Need for intubation,biolink:ClinicalFinding,POI_outcome,12958051,,2003,0.6,"Haiku-extracted from PMID:12958051, direction=BENEFIT",None,None,BENEFIT,
arterial_hyperoxia__hasClinicalOutcome__in_hospital_mortalit__25855899,Arterial hyperoxia,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,In-hospital mortality,biolink:ClinicalFinding,POI_outcome,25855899,,2015,0.6,"Haiku-extracted from PMID:25855899, direction=HARM",OR,0.001,HARM,
incentive_spirometry__hasClinicalOutcome__postoperative_pulmon__11555536,incentive spirometry,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,postoperative pulmonary complications,biolink:ClinicalFinding,POI_outcome,11555536,,2001,0.6,"Haiku-extracted from PMID:11555536, direction=NO EFFECT",None,None,NO EFFECT,
high_flow_nasal_cann__hasClinicalOutcome__respiratory_paramete__21958974,high-flow nasal cannula oxygen (HFNC),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Respiratory parameters and arterial blood gases,biolink:ClinicalFinding,POI_outcome,21958974,,2012,0.6,"Haiku-extracted from PMID:21958974, direction=BENEFIT",None,0.006; 0.0003; 0.001; 0.005,BENEFIT,
immune_modulating_di__hasClinicalOutcome__hospital_mortality__18626628,Immune-modulating diets (IMDs),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Hospital mortality,biolink:ClinicalFinding,POI_outcome,18626628,,2008,0.6,"Haiku-extracted from PMID:18626628, direction=NO EFFECT",None,None,NO EFFECT,
noninvasive_ventilat__hasClinicalOutcome__use_of_noninvasive_v__16799775,Noninvasive ventilation,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Use of noninvasive ventilation as first-line ventilation modality,biolink:ClinicalFinding,POI_outcome,16799775,,2006,0.6,"Haiku-extracted from PMID:16799775, direction=BENEFIT",7.0,None,BENEFIT,
ards_treatment_accor__hasClinicalOutcome__survival_rate_in_122__9310799,ARDS treatment according to a criteria-defined clinical algorithm,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Survival rate in 122 ARDS patients,biolink:ClinicalFinding,POI_outcome,9310799,,1997,0.6,"Haiku-extracted from PMID:9310799, direction=BENEFIT",34.0,0.0000,BENEFIT,
high_flow_oxygen_the__hasClinicalOutcome__need_for_intubation__34874419,High-flow oxygen therapy,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Need for intubation,biolink:ClinicalFinding,POI_outcome,34874419,,2021,0.6,"Haiku-extracted from PMID:34874419, direction=BENEFIT",-16.7,0.03,BENEFIT,
corticosteroids__hasClinicalOutcome__28_day_mortality__33876268,Corticosteroids,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,28-day mortality,biolink:ClinicalFinding,POI_outcome,33876268,,2021,0.6,"Haiku-extracted from PMID:33876268, direction=BENEFIT",-8.0,<0.01,BENEFIT,
inspiratory_muscle_s__hasClinicalOutcome__weaning_outcome__21385346,Inspiratory muscle strength training (IMST),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Weaning outcome,biolink:ClinicalFinding,POI_outcome,21385346,,2011,0.6,"Haiku-extracted from PMID:21385346, direction=BENEFIT",24.0,0.039,BENEFIT,
inhaled_nitric_oxide__hasClinicalOutcome__lung_function__9603127,Inhaled nitric oxide (inhNO),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Lung function,biolink:ClinicalFinding,POI_outcome,9603127,,1998,0.6,"Haiku-extracted from PMID:9603127, direction=BENEFIT",56.2,0.02,BENEFIT,
prone_positioning__hasClinicalOutcome__mortality__33823862,Prone positioning,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Mortality,biolink:ClinicalFinding,POI_outcome,33823862,,2021,0.6,"Haiku-extracted from PMID:33823862, direction=HARM",12.0,<0.001,HARM,
high_flow_nasal_cann__hasClinicalOutcome__inspiratory_effort____28762180,High-flow nasal cannula at increasing flow rates,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,"Inspiratory effort, work of breathing, minute ventilation, lung volumes, dynamic compliance, oxygenation",biolink:ClinicalFinding,POI_outcome,28762180,,2017,0.6,"Haiku-extracted from PMID:28762180, direction=BENEFIT",None,<0.001,BENEFIT,
extracorporeal_membr__hasClinicalOutcome__in_hospital_mortalit__34127027,Extracorporeal membrane oxygenation (ECMO),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,In-hospital mortality,biolink:ClinicalFinding,POI_outcome,34127027,,2021,0.6,"Haiku-extracted from PMID:34127027, direction=NO EFFECT",37.1,None,NO EFFECT,
trophic_vs_full_ente__hasClinicalOutcome__6_minute_walk_distan__23805899,Trophic vs full enteral feeding in first 6 days of mechanical ventilation,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,"6-minute-walk distance, cognitive impairment",biolink:ClinicalFinding,POI_outcome,23805899,,2013,0.6,"Haiku-extracted from PMID:23805899, direction=NO EFFECT",None,0.011,NO EFFECT,
peep_and_fio2_titrat__hasClinicalOutcome__ards_vs_ali_vs_acute__17585106,PEEP and FiO2 titration,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,ARDS vs ALI vs acute respiratory failure,biolink:ClinicalFinding,POI_outcome,17585106,,2007,0.6,"Haiku-extracted from PMID:17585106, direction=BENEFIT",-90.7,0.0001,BENEFIT,
non_invasive_ventila__hasClinicalOutcome__dyspnea_and_opioid_u__23406914,Non-invasive ventilation (NIV),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Dyspnea and opioid use,biolink:ClinicalFinding,POI_outcome,23406914,,2013,0.6,"Haiku-extracted from PMID:23406914, direction=BENEFIT",-0.58,0.0012,BENEFIT,
inhaled_nitric_oxide__hasClinicalOutcome__improvement_in_oxyge__9603111,Inhaled nitric oxide (iNO),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Improvement in oxygenation (PaO2/FiO2),biolink:ClinicalFinding,POI_outcome,9603111,,1998,0.6,"Haiku-extracted from PMID:9603111, direction=BENEFIT",None,<0.001,BENEFIT,
home_nasal_positive___hasClinicalOutcome__survival_and_probabi__12527605,Home nasal positive-pressure ventilation (NPPV),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Survival and probability of pursuing NPPV,biolink:ClinicalFinding,POI_outcome,12527605,,2003,0.6,"Haiku-extracted from PMID:12527605, direction=ASSOCIATION",None,None,ASSOCIATION,
early_activity_proto__hasClinicalOutcome__ambulation__18379236,Early activity protocol in respiratory ICU,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Ambulation,biolink:ClinicalFinding,POI_outcome,18379236,,2008,0.6,"Haiku-extracted from PMID:18379236, direction=BENEFIT",None,<.0001,BENEFIT,
low_tidal_volume_ven__hasClinicalOutcome__ventilator_free_days__30357256,Low tidal volume ventilation,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Ventilator-free days at day 28,biolink:ClinicalFinding,POI_outcome,30357256,,2018,0.6,"Haiku-extracted from PMID:30357256, direction=NO EFFECT",-0.27,0.71,NO EFFECT,
recruitment_maneuver__hasClinicalOutcome__oxygenation_and_vent__14605529,Recruitment maneuvers,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Oxygenation and ventilation parameters,biolink:ClinicalFinding,POI_outcome,14605529,,2003,0.6,"Haiku-extracted from PMID:14605529, direction=BENEFIT",1.7,<0.01,BENEFIT,
nitric_oxide_inhalat__hasClinicalOutcome__pulmonary_gas_exchan__8618485,Nitric oxide inhalation,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Pulmonary gas exchange,biolink:ClinicalFinding,POI_outcome,8618485,,1996,0.6,"Haiku-extracted from PMID:8618485, direction=HARM",-3.0,0.014,HARM,
high_frequency_oscil__hasClinicalOutcome__oxygenation_and_hemo__11445688,High-frequency oscillatory ventilation (HFOV),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Oxygenation and hemodynamics with HFOV,biolink:ClinicalFinding,POI_outcome,11445688,,2001,0.6,"Haiku-extracted from PMID:11445688, direction=BENEFIT",None,None,BENEFIT,
corticosteroid_use__hasClinicalOutcome__invasive_pulmonary_a__22895826,corticosteroid use,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,invasive pulmonary aspergillosis,biolink:ClinicalFinding,POI_outcome,22895826,,2012,0.6,"Haiku-extracted from PMID:22895826, direction=HARM",55.0,0.007,HARM,
vitamin_c__thiamine___hasClinicalOutcome__ventilator__and_vaso__33620405,"Vitamin C, thiamine, and hydrocortisone",biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Ventilator- and vasopressor-free days in first 30 days,biolink:ClinicalFinding,POI_outcome,33620405,,2021,0.6,"Haiku-extracted from PMID:33620405, direction=NO EFFECT",Median days,0.30,NO EFFECT,
ketoconazole__hasClinicalOutcome__proportion_alive_wit__10789668,Ketoconazole,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Proportion alive with unassisted breathing at hospital discharge,biolink:ClinicalFinding,POI_outcome,10789668,,2000,0.6,"Haiku-extracted from PMID:10789668, direction=NO EFFECT",0.1,0.85,NO EFFECT,
noninvasive_ventilat__hasClinicalOutcome__intubation__29099420,"Noninvasive ventilation, high-flow nasal cannula oxygen, standard oxygen",biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Intubation,biolink:ClinicalFinding,POI_outcome,29099420,,2018,0.6,"Haiku-extracted from PMID:29099420, direction=",None,None,,
noninvasive_positive__hasClinicalOutcome__endotracheal_intubat__15599160,Noninvasive positive pressure ventilation (NPPV),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Endotracheal intubation rate,biolink:ClinicalFinding,POI_outcome,15599160,,2004,0.6,"Haiku-extracted from PMID:15599160, direction=BENEFIT",-23.0,None,BENEFIT,
resuscitation_guided__hasClinicalOutcome__positive_fluid_balan__32353418,Resuscitation guided by fluid responsiveness assessment,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Positive fluid balance at 72h or ICU discharge,biolink:ClinicalFinding,POI_outcome,32353418,,2020,0.6,"Haiku-extracted from PMID:32353418, direction=BENEFIT",-137.0,0.021,BENEFIT,
noninvasive_positive__hasClinicalOutcome__need_for_tracheal_in__9596317,Noninvasive positive pressure ventilation (NPPV),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Need for tracheal intubation and mechanical ventilation,biolink:ClinicalFinding,POI_outcome,9596317,,1998,0.6,"Haiku-extracted from PMID:9596317, direction=NO EFFECT",-1.7,0.930,NO EFFECT,
high_flow_nasal_cann__hasClinicalOutcome__lowest_saturation_du__25869405,High-flow nasal cannula oxygen (HFNC),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Lowest saturation during intubation,biolink:ClinicalFinding,POI_outcome,25869405,,2015,0.6,"Haiku-extracted from PMID:25869405, direction=NO EFFECT",2.0,0.44,NO EFFECT,
inhaled_nitric_oxide__hasClinicalOutcome__improvement_in_pao2___7705124,Inhaled nitric oxide,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,"Improvement in PaO2/FiO2, venous admixture, pulmonary artery pressure",biolink:ClinicalFinding,POI_outcome,7705124,,1995,0.6,"Haiku-extracted from PMID:7705124, direction=BENEFIT",,None,BENEFIT,
prophylactic_nasal_c__hasClinicalOutcome__pulmonary_adverse_ef__19017864,Prophylactic nasal continuous positive airway pressure (nCPAP),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Pulmonary adverse effects,biolink:ClinicalFinding,POI_outcome,19017864,,2009,0.6,"Haiku-extracted from PMID:19017864, direction=BENEFIT",-13.0,0.03,BENEFIT,
lisofylline__hasClinicalOutcome__mortality_at_28_days__11902249,Lisofylline,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Mortality at 28 days,biolink:ClinicalFinding,POI_outcome,11902249,,2002,0.6,"Haiku-extracted from PMID:11902249, direction=NO EFFECT",7.2,0.215,NO EFFECT,
early_intubation__hasClinicalOutcome__all_cause_mortality__33766109,Early intubation,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,All-cause mortality,biolink:ClinicalFinding,POI_outcome,33766109,,2021,0.6,"Haiku-extracted from PMID:33766109, direction=NO EFFECT",6.3,0.08,NO EFFECT,
sarilumab__hasClinicalOutcome__time_to_2_point_clin__33676590,Sarilumab,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Time to 2-point clinical improvement on 7-point scale,biolink:ClinicalFinding,POI_outcome,33676590,,2021,0.6,"Haiku-extracted from PMID:33676590, direction=NO EFFECT",time,0.96,NO EFFECT,
high_frequency_oscil__hasClinicalOutcome__oxygenation_index__m__20483951,High frequency oscillation,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,"Oxygenation index, mortality, treatment failure",biolink:ClinicalFinding,POI_outcome,20483951,,2010,0.6,"Haiku-extracted from PMID:20483951, direction=BENEFIT",-0.23,0.03,BENEFIT,
hfnc___niv_preoxygen__hasClinicalOutcome__lowest_spo2_during_i__27730283,HFNC + NIV preoxygenation,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Lowest SpO2 during intubation,biolink:ClinicalFinding,POI_outcome,27730283,,2016,0.6,"Haiku-extracted from PMID:27730283, direction=BENEFIT",4.0,0.029,BENEFIT,
mechanical_ventilati__hasClinicalOutcome__composite_of_ards_an__26181219,Mechanical ventilation with low tidal volumes,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Composite of ARDS and pneumonia,biolink:ClinicalFinding,POI_outcome,26181219,,2015,0.6,"Haiku-extracted from PMID:26181219, direction=BENEFIT",-8.0,0.042,BENEFIT,
decremental_peep_in___hasClinicalOutcome__alveolar_derecruitme__11549535,Decremental PEEP in ALI,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Alveolar derecruitment (V(DER)),biolink:ClinicalFinding,POI_outcome,11549535,,2001,0.6,"Haiku-extracted from PMID:11549535, direction=",None,None,,
respiratory_physioth__hasClinicalOutcome__pulmonary_complicati__17167013,Respiratory physiotherapy,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Pulmonary complications,biolink:ClinicalFinding,POI_outcome,17167013,,2006,0.6,"Haiku-extracted from PMID:17167013, direction=BENEFIT",None,None,BENEFIT,
high_frequency_oscil__hasClinicalOutcome__survival_without_sup__16137357,High frequency oscillatory ventilation (HFOV),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Survival without supplemental oxygen or on ventilator at 30 days,biolink:ClinicalFinding,POI_outcome,16137357,,2005,0.6,"Haiku-extracted from PMID:16137357, direction=NO EFFECT",OR,0.73,NO EFFECT,
extracorporeal_membr__hasClinicalOutcome__survival_to_hospital__9315812,Extracorporeal membrane oxygenation (ECMO),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Survival to hospital discharge,biolink:ClinicalFinding,POI_outcome,9315812,,1997,0.6,"Haiku-extracted from PMID:9315812, direction=BENEFIT",10.4,0.036,BENEFIT,
airway_pressure_rele__hasClinicalOutcome__oxygenation_paramete__8004312,Airway pressure release ventilation (APRV),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Oxygenation parameters,biolink:ClinicalFinding,POI_outcome,8004312,,1994,0.6,"Haiku-extracted from PMID:8004312, direction=BENEFIT",None,<0.01,BENEFIT,
cooling__hasClinicalOutcome__oxygen_consumption____7812538,Cooling,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Oxygen consumption (VO2),biolink:ClinicalFinding,POI_outcome,7812538,,1995,0.6,"Haiku-extracted from PMID:7812538, direction=BENEFIT",-63.9,<0.01,BENEFIT,
recombinant_factor_v__hasClinicalOutcome__mortality__arterial___21502651,recombinant factor VIIa (rFVIIa),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,"mortality, arterial thromboembolism, acute respiratory distress syndrome",biolink:ClinicalFinding,POI_outcome,21502651,,2011,0.6,"Haiku-extracted from PMID:21502651, direction=",None,None,,
time_cycled_inspirat__hasClinicalOutcome__patient_ventilator_s__10470568,time-cycled inspiratory pressure support ventilation (NIPSVtc),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,patient-ventilator synchronization,biolink:ClinicalFinding,POI_outcome,10470568,,1999,0.6,"Haiku-extracted from PMID:10470568, direction=BENEFIT","{'PTPes': 230, 'delta Pes': 8, 'delta RR(p-v)': 1}",<0.05,BENEFIT,
restrictive_oxygen_t__hasClinicalOutcome__composite_of_death_o__36027567,Restrictive oxygen target (Pao2 9-10 kPa),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Composite of death or hospital discharge with severe disability/coma (CPC 3-4),biolink:ClinicalFinding,POI_outcome,36027567,,2022,0.6,"Haiku-extracted from PMID:36027567, direction=NO EFFECT",-1.9,0.69,NO EFFECT,
inhaled_sevoflurane__hasClinicalOutcome__pao2_fio2_ratio_on_d__27611637,Inhaled sevoflurane,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,PaO2/FiO2 ratio on Day 2,biolink:ClinicalFinding,POI_outcome,27611637,,2017,0.6,"Haiku-extracted from PMID:27611637, direction=BENEFIT",39.0,0.04,BENEFIT,
high_flow_nasal_cann__hasClinicalOutcome__endotracheal_intubat__27245914,High-flow nasal cannula oxygen,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Endotracheal intubation within 28 days,biolink:ClinicalFinding,POI_outcome,27245914,,2016,0.6,"Haiku-extracted from PMID:27245914, direction=BENEFIT",-12.0,0.04,BENEFIT,
cisatracurium_besyla__hasClinicalOutcome__hospital_mortality__23497608,Cisatracurium besylate neuromuscular blockade,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Hospital mortality,biolink:ClinicalFinding,POI_outcome,23497608,,2013,0.6,"Haiku-extracted from PMID:23497608, direction=BENEFIT",RR,0.005,BENEFIT,
extracorporeal_lung___hasClinicalOutcome__1_year_outcomes_for___22948576,Extracorporeal lung assist (ECLA) during ARDS,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,1-year outcomes for ARDS survivors,biolink:ClinicalFinding,POI_outcome,22948576,,2012,0.6,"Haiku-extracted from PMID:22948576, direction=NO EFFECT",10.0,None,NO EFFECT,
recruitment_maneuver__hasClinicalOutcome__oxygenation_change_a__11790648,Recruitment maneuvers,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Oxygenation change after RM,biolink:ClinicalFinding,POI_outcome,11790648,,2002,0.6,"Haiku-extracted from PMID:11790648, direction=NO EFFECT",None,None,NO EFFECT,
high_frequency_oscil__hasClinicalOutcome__pao2_fio2_ratio_at_2__12897997,High-frequency oscillatory ventilation (HFOV),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,PaO2/FIO2 ratio at 24h after HFOV,biolink:ClinicalFinding,POI_outcome,12897997,,2003,0.6,"Haiku-extracted from PMID:12897997, direction=BENEFIT",165,None,BENEFIT,
pressure_support_ven__hasClinicalOutcome__respiratory_pattern___8636518,Pressure support ventilation,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Respiratory pattern and diaphragmatic effort,biolink:ClinicalFinding,POI_outcome,8636518,,1995,0.6,"Haiku-extracted from PMID:8636518, direction=ASSOCIATION",None,None,ASSOCIATION,
extracorporeal_membr__hasClinicalOutcome__in_hospital_or_short__23406535,Extracorporeal membrane oxygenation (ECMO),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,In-hospital or short-term mortality,biolink:ClinicalFinding,POI_outcome,23406535,,2013,0.6,"Haiku-extracted from PMID:23406535, direction=BENEFIT",-28.0,None,BENEFIT,
peep__hasClinicalOutcome__lung_and_chest_wall___7633703,PEEP,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Lung and chest wall mechanics,biolink:ClinicalFinding,POI_outcome,7633703,,1995,0.6,"Haiku-extracted from PMID:7633703, direction=",None,None,,
