poi_id:ID,id_slug,label,subset:LABEL,parent,definition,synonym,xref_DOID,xref_MESH,xref_UMLS,source,source_pmids,n_sources:int,xref_CHEBI,xref_GO,xref_MONDO,normalized_label,original_label,norm_method,norm_confidence,synonyms,hitl_split_flag,hitl_members
ARDS_POI:02006,lung-recruitability,Lung recruitability,POI_context,,,,,D008168,C0024109,kg_nodes,19910610,1,,GO:0060317,,Lung Recruitment,Lung recruitability,claude_api,MEDIUM,,,
ARDS_POI:02032,pulmonary-vasodilation,Pulmonary vasodilation,POI_mechanism,,,,,D014474,C0034065,kg_nodes,8630585,1,,GO:0001976,,Pulmonary Vasodilation,Pulmonary vasodilation,claude_api,HIGH,,,
ARDS_POI:02035,sars-critical-illness,SARS critical illness,POI_intervention,,,,DOID:2945,D012128,C0035222,kg_nodes,12865378,1,,,,severe acute respiratory syndrome critical illness,SARS critical illness,claude_api,HIGH,,,
ARDS_POI:02055,cardiogenic-pulmonary-edema,Cardiogenic pulmonary edema,POI_context,,,,DOID:6517,D011654,C0034073,kg_nodes,17019559|12958051,2,,,,Cardiogenic Pulmonary Edema,Cardiogenic pulmonary edema,claude_api,HIGH,,,
ARDS_POI:02073,biological-changes-underpin-critical-illness,Underlying biological changes in critical illness,POI_mechanism,,,,,D016638,C0010338,kg_nodes,35715504,1,,,,Pathophysiology of Critical Illness,Underlying biological changes in critical illness,claude_api,MEDIUM,,,
ARDS_POI:02083,neuromuscular-weakness-prevention,Neuromuscular weakness prevention,POI_mechanism,,,,,D009135,C0026826,kg_nodes,26651376,1,,GO:0051145,,Muscle weakness prevention,Neuromuscular weakness prevention,claude_api,HIGH,,,
ARDS_POI:02132,nonpulmonary-organ-dysfunction,Nonpulmonary organ dysfunction,POI_outcome,,,,DOID:0080316,D009102,C0752304,kg_nodes,12204871,1,,,,Organ dysfunction,Nonpulmonary organ dysfunction,claude_api,HIGH,,,
ARDS_POI:02136,spirometry-pneumotachography-correlation,Correlation with spirometry and pneumotachography,POI_outcome,,,,,D013147,C0024119,kg_nodes,10806152,1,,,,Pulmonary function testing,Correlation with spirometry and pneumotachography,claude_api,MEDIUM,,,
ARDS_POI:02143,reduced-work-of-breathing,Reduced work of breathing,POI_outcome,,,,,D014947,C0043203,kg_nodes,9927347,1,,,,Work of breathing,Reduced work of breathing,claude_api,HIGH,,,
ARDS_POI:02150,ventilator-dependent-patients,Ventilator-dependent patients,POI_context,,,,,D012121,C0151786,kg_nodes,9927347,1,,,,Mechanical Ventilation Dependence,Ventilator-dependent patients,claude_api,HIGH,,,
ARDS_POI:02152,full-face-mask-nimv,Full-face mask NIMV,POI_intervention,,,,,D063248,C3539048,kg_nodes,10890620,1,,,,Non-invasive ventilation with full-face mask,Full-face mask NIMV,claude_api,HIGH,,,
ARDS_POI:02153,nasal-mask-nimv,Nasal mask NIMV,POI_intervention,,,,,D045422,C0559546,kg_nodes,10890620,1,,,,Nasal mask non-invasive mechanical ventilation,Nasal mask NIMV,claude_api,HIGH,,,
ARDS_POI:02154,nasal-plugs-nimv,Nasal plugs NIMV,POI_intervention,,,,,D016571,C0027549,kg_nodes,10890620,1,,,,Nasal plugs for non-invasive mechanical ventilation,Nasal plugs NIMV,claude_api,MEDIUM,,,
ARDS_POI:02179,increased-weaning-rate,Increased weaning rate,POI_outcome,,,,,D014886,C0043045,kg_nodes,9927355,1,,,,Weaning,Increased weaning rate,claude_api,MEDIUM,,,
ARDS_POI:02186,reduced-vap-rate,Reduced VAP rate,POI_outcome,,,,DOID:10691,D011896,C0043299,kg_nodes,12441746,1,,,,Ventilator-associated pneumonia,Reduced VAP rate,claude_api,HIGH,,,
ARDS_POI:02224,omega-3-fatty-acids-supplementation,Omega-3 fatty acids supplementation,POI_intervention,,,,,D009663,C0033273,kg_nodes,18626628,1,CHEBI:25681,,,Omega-3 Fatty Acids,Omega-3 fatty acids supplementation,claude_api,HIGH,,,
ARDS_POI:02314,home-nasal-positive-pressure-ventilation-nppv,Home nasal positive-pressure ventilation,POI_intervention,,,,,D045422,C0226934,kg_nodes,12527605,1,,,,Nasal Positive Airway Pressure,Home nasal positive-pressure ventilation,claude_api,HIGH,,,
ARDS_POI:02337,bronchoalveolar-lavage-eosinophilia,bronchoalveolar lavage eosinophilia,POI_outcome,,,,,D001992,C0006052,kg_nodes,12403693,1,,,,bronchoalveolar lavage fluid eosinophilia,bronchoalveolar lavage eosinophilia,claude_api,HIGH,,,
ARDS_POI:02341,worsening-pulmonary-gas-exchange,Worsening pulmonary gas exchange,POI_outcome,,,,,D006331,C0035326,kg_nodes,8618485,1,,GO:0007585,,Impaired Gas Exchange,Worsening pulmonary gas exchange,claude_api,HIGH,,,
ARDS_POI:02362,patient-risk-variability-critical-illness,Patient risk variability in critical illness,POI_mechanism,,,,,D018806,C0035647,kg_nodes,26177009,1,,,,Risk factors for critical illness,Patient risk variability in critical illness,claude_api,MEDIUM,,,
ARDS_POI:02375,increased-intubation-risk-standard-oxygen,Increased intubation risk with standard oxygen,POI_outcome,,,,,D010102,C0004135,kg_nodes,29099420,1,,,,Liberal oxygen therapy,Increased intubation risk with standard oxygen,rule,HIGH,,,
ARDS_POI:02413,postoperative-respiratory-failure,Postoperative respiratory failure,POI_outcome,,,,DOID:11162,D011656,C0032943,kg_nodes,21757571,1,,,,Postoperative respiratory failure,Postoperative respiratory failure,claude_api,HIGH,,,
ARDS_POI:02419,prophylactic-ncpap-10cmh2o-6h-postcardiac-surgery,Prophylactic nCPAP 10 cmH2O for 6h post-cardiac surgery,POI_intervention,,,,,D045422,C0199451,kg_nodes,19017864,1,,,,Continuous positive airway pressure therapy,Prophylactic nCPAP 10 cmH2O for 6h post-cardiac surgery,claude_api,HIGH,,,
ARDS_POI:02556,older-age,Older age,POI_population,,,,,D000375,C0001811,kg_nodes,12006450,1,,,,Aging,Older age,claude_api,HIGH,,,
ARDS_POI:02599,copd-acute-respiratory-failure,COPD with acute respiratory failure,POI_context,,,,DOID:0050741,D055640,C1548617,kg_nodes,8636518,1,,,,Chronic Obstructive Pulmonary Disease with Acute Respiratory Failure,COPD with acute respiratory failure,claude_api,HIGH,,,
ARDS_POI:02639,respiratory-muscle-weakness-guillain-barre,Respiratory muscle weakness in Guillain-Barré syndrome,POI_outcome,,,,DOID:0050638,D012131,C0235764,kg_nodes,12545029,1,,,,Respiratory muscle weakness,Respiratory muscle weakness in Guillain-Barré syndrome,claude_api,HIGH,,,
ARDS_POI:02681,ventilator-associated-lung-injury-prevention,Prevention of ventilator-associated lung injury,POI_outcome,,,,DOID:0050858,D055370,C2363321,kg_nodes,15695492,1,,,,Ventilator-Induced Lung Injury prevention,Prevention of ventilator-associated lung injury,claude_api,HIGH,,,
ARDS_POI:02692,acute-respiratory-failure-copd,Acute respiratory failure in COPD,POI_context,,,,,,,kg_nodes,9187186,1,,,,Acute respiratory failure in COPD,Acute respiratory failure in COPD,none,LOW,,,
ARDS_POI:02720,unplanned-extubation,Unplanned extubation,POI_outcome,,,,,D060087,C0877052,kg_nodes,9563730,1,,,,Unplanned extubation,Unplanned extubation,claude_api,HIGH,,,
ARDS_POI:02737,delayed-invasive-ventilation,Delayed invasive ventilation,POI_intervention,,,,,D012121,C0087153,kg_nodes,21666446,1,,,,Delayed mechanical ventilation,Delayed invasive ventilation,claude_api,HIGH,,,
ARDS_POI:02746,resolving-muscle-weakness,Resolving muscle weakness,POI_intervention,,,,,D009154,C0027947,kg_nodes,28067712,1,,GO:0060284,,Muscle Weakness Resolution,Resolving muscle weakness,claude_api,HIGH,,,
ARDS_POI:02752,assisted-coughing-and-noninvasive-ventilation,Assisted coughing and noninvasive ventilation,POI_intervention,,,,,D008397,C0087153,kg_nodes,10767247,1,,,,Assisted coughing and noninvasive ventilation,Assisted coughing and noninvasive ventilation,claude_api,HIGH,,,
ARDS_POI:02775,prevention-of-breath-stacking-dyssynchrony,Prevention of breath stacking dyssynchrony,POI_outcome,,,,,D056148,C0729816,kg_nodes,27342819,1,,,,Breath stacking prevention,Prevention of breath stacking dyssynchrony,claude_api,MEDIUM,,,
ARDS_POI:02803,nippv-for-sars-arf,NIPPV for SARS-related acute respiratory failure,POI_intervention,,,,DOID:11162,D011175,C0035196,kg_nodes,15364765,1,,,,Non-invasive positive pressure ventilation for acute respiratory failure,NIPPV for SARS-related acute respiratory failure,claude_api,HIGH,,,
ARDS_POI:02822,strong-cough,Strong cough,POI_context,,,,,D003371,C0010200,kg_nodes,15483407,1,,,,Cough,Strong cough,claude_api,HIGH,,,
ARDS_POI:02840,,038 per 1000 adult population,POI_population,,,,,,,promoted_from_edge_endpoint,,1,,,,038 per 1000 adult population,038-per-1000-adult-population,,,,,
ARDS_POI:02841,,48 hr neuromuscular blocking agents nmba,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,48 hr neuromuscular blocking agents nmba,48-hr-neuromuscular-blocking-agents-nmba,,,cisatracurium,,
ARDS_POI:02842,,80 percent oxygen perioperative,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,80 percent oxygen perioperative,80-percent-oxygen-perioperative,,,,,
ARDS_POI:02843,,92 kda gelatinase elevation ards,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,92 kda gelatinase elevation ards,92-kda-gelatinase-elevation-ards,,,,,
ARDS_POI:02844,,Abdominal contribution inspired volume,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Abdominal contribution inspired volume,abdominal-contribution-inspired-volume,,,,,
ARDS_POI:02845,,Accelerated improvement pao2fio2 paco2 dyspnea rr,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Accelerated improvement pao2fio2 paco2 dyspnea rr,accelerated-improvement-pao2fio2-paco2-dyspnea-rr,,,,,
ARDS_POI:02846,,Ace2 repletion rhace2,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Ace2 repletion rhace2,ace2-repletion-rhace2,,,,,
ARDS_POI:02847,,Altered surfactant composition,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Altered surfactant composition,altered-surfactant-composition,,,,,
ARDS_POI:02848,,Alveolar collapse cyclic reopening,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Alveolar collapse cyclic reopening,alveolar-collapse-cyclic-reopening,,,,,
ARDS_POI:02849,,Alveolar collapse cyclic reopening prevention,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Alveolar collapse cyclic reopening prevention,alveolar-collapse-cyclic-reopening-prevention,,,,,
ARDS_POI:02850,,Alveolar fibrosis ards,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Alveolar fibrosis ards,alveolar-fibrosis-ards,,,,,
ARDS_POI:02851,,Alveolar inflammation ards,POI_mechanism,,,,,,,promoted_from_edge_endpoint,,1,,,,Alveolar inflammation ards,alveolar-inflammation-ards,,,,,
ARDS_POI:02852,,Alveolar protein leak,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Alveolar protein leak,alveolar-protein-leak,,,,,
ARDS_POI:02853,,American european ards definition,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,American european ards definition,american-european-ards-definition,,,,,
ARDS_POI:02854,,Anakinra early treatment covid19,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Anakinra early treatment covid19,anakinra-early-treatment-covid19,,,,,
ARDS_POI:02855,,Antiinflammatory mediator upregulation,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Antiinflammatory mediator upregulation,antiinflammatory-mediator-upregulation,,,,,
ARDS_POI:02856,,Ards condition,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Ards condition,ards-condition,,,,,
ARDS_POI:02857,,Ards costs of care,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Ards costs of care,ards-costs-of-care,,,,,
ARDS_POI:02858,,Ards developing in previously healthy patients,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Ards developing in previously healthy patients,ards-developing-in-previously-healthy-patients,,,,,
ARDS_POI:02859,,Ards diagnosis accuracy,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Ards diagnosis accuracy,ards-diagnosis-accuracy,,,,,
ARDS_POI:02860,,Ards diagnosis threshold,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Ards diagnosis threshold,ards-diagnosis-threshold,,,,,
ARDS_POI:02861,,Ards frequency,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Ards frequency,ards-frequency,,,,,
ARDS_POI:02862,,Ards hyperinflammatory phenotype,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Ards hyperinflammatory phenotype,ards-hyperinflammatory-phenotype,,,,,
ARDS_POI:02863,,Ards incidence reduction,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Ards incidence reduction,ards-incidence-reduction,,,,,
ARDS_POI:02864,,Ards respiratory illness severity,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Ards respiratory illness severity,ards-respiratory-illness-severity,,,,,
ARDS_POI:02865,,Ards right ventricle dysfunction,POI_mechanism,,,,,,,promoted_from_edge_endpoint,,1,,,,Ards right ventricle dysfunction,ards-right-ventricle-dysfunction,,,,,
ARDS_POI:02866,,Ards subphenotype assignment accuracy,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Ards subphenotype assignment accuracy,ards-subphenotype-assignment-accuracy,,,,,
ARDS_POI:02867,,Ards subphenotype prognostic value,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Ards subphenotype prognostic value,ards-subphenotype-prognostic-value,,,,,
ARDS_POI:02868,,Ards susceptibility,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Ards susceptibility,ards-susceptibility,,,,,
ARDS_POI:02869,,Ards triggering risk factor,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Ards triggering risk factor,ards-triggering-risk-factor,,,,,
ARDS_POI:02870,,Association ali,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Association ali,association-ali,,,,,
ARDS_POI:02871,,Association ards,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Association ards,association-ards,,,,,
ARDS_POI:02872,,Atypical antipsychotics,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Atypical antipsychotics,atypical-antipsychotics,,,,,
ARDS_POI:02873,,Avoidance of intubation complications,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Avoidance of intubation complications,avoidance-of-intubation-complications,,,,,
ARDS_POI:02874,,Avoided intubation,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Avoided intubation,avoided-intubation,,,,,
ARDS_POI:02875,,Avoided intubation in copd,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Avoided intubation in copd,avoided-intubation-in-copd,,,,,
ARDS_POI:02876,,Avoided intubation sars arf,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Avoided intubation sars arf,avoided-intubation-sars-arf,,,,,
ARDS_POI:02877,,Berlin definition ards severity criteria,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Berlin definition ards severity criteria,berlin-definition-ards-severity-criteria,,,,,
ARDS_POI:02878,,Berlin definition criteria for ards,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Berlin definition criteria for ards,berlin-definition-criteria-for-ards,,,,,
ARDS_POI:02879,,Cardiovascular evaluation lung cancer,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Cardiovascular evaluation lung cancer,cardiovascular-evaluation-lung-cancer,,,,,
ARDS_POI:02880,,Compliance above lip recruitable lung,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Compliance above lip recruitable lung,compliance-above-lip-recruitable-lung,,,,,
ARDS_POI:02881,,Composite death or severe disability 90d,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Composite death or severe disability 90d,composite-death-or-severe-disability-90d,,,,,
ARDS_POI:02882,,Concave v p curve recruitment,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Concave v p curve recruitment,concave-v-p-curve-recruitment,,,,,
ARDS_POI:02883,,Cooling febrile critically ill,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Cooling febrile critically ill,cooling-febrile-critically-ill,,,,,
ARDS_POI:02884,,Copd intrinsic peep,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Copd intrinsic peep,copd-intrinsic-peep,,,,,
ARDS_POI:02885,,Correlation invasive noninvasive indocyanine green pdr,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Correlation invasive noninvasive indocyanine green pdr,correlation-invasive-noninvasive-indocyanine-green-pdr,,,,,
ARDS_POI:02886,,Corticosteroid exposure icu,POI_population,,,,,,,promoted_from_edge_endpoint,,1,,,,Corticosteroid exposure icu,corticosteroid-exposure-icu,,,,,
ARDS_POI:02887,,Corticosteroid use 7d before icu,POI_population,,,,,,,promoted_from_edge_endpoint,,1,,,,Corticosteroid use 7d before icu,corticosteroid-use-7d-before-icu,,,,,
ARDS_POI:02888,,Corticosteroids prevention ards,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Corticosteroids prevention ards,corticosteroids-prevention-ards,,,,,
ARDS_POI:02889,,Corticosteroids treatment ards,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Corticosteroids treatment ards,corticosteroids-treatment-ards,,,,,
ARDS_POI:02890,,Cpet vo2max risk prediction,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Cpet vo2max risk prediction,cpet-vo2max-risk-prediction,,,,,
ARDS_POI:02891,,Criteria defined clinical algorithm ards treatment,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Criteria defined clinical algorithm ards treatment,criteria-defined-clinical-algorithm-ards-treatment,,,,,
ARDS_POI:02892,,Cumulative corticosteroid dose icu,POI_population,,,,,,,promoted_from_edge_endpoint,,1,,,,Cumulative corticosteroid dose icu,cumulative-corticosteroid-dose-icu,,,,,
ARDS_POI:02893,,Custom ml model,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Custom ml model,custom-ml-model,,,,,
ARDS_POI:02894,,Cytokine primed neutrophil activation,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Cytokine primed neutrophil activation,cytokine-primed-neutrophil-activation,,,,,
ARDS_POI:02895,,Days free respiratory support 28d,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Days free respiratory support 28d,days-free-respiratory-support-28d,,,,,
ARDS_POI:02896,,Decreased 1993 1996,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Decreased 1993 1996,decreased-1993-1996,,,,,
ARDS_POI:02897,,Decreased bmi,POI_population,,,,,,,promoted_from_edge_endpoint,,1,,,,Decreased bmi,decreased-bmi,,,,,
ARDS_POI:02898,,Decreased need for intubation,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Decreased need for intubation,decreased-need-for-intubation,,,,,
ARDS_POI:02899,,Decreased tidal volumes ards,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Decreased tidal volumes ards,decreased-tidal-volumes-ards,,,,,
ARDS_POI:02900,,Decreased use simv,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Decreased use simv,decreased-use-simv,,,,,
ARDS_POI:02901,,Decreasing ards incidence over time,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Decreasing ards incidence over time,decreasing-ards-incidence-over-time,,,,,
ARDS_POI:02902,,Decreasing hospital acquired ards,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Decreasing hospital acquired ards,decreasing-hospital-acquired-ards,,,,,
ARDS_POI:02903,,Delayed dysphagia recovery ards survivors,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Delayed dysphagia recovery ards survivors,delayed-dysphagia-recovery-ards-survivors,,,,,
ARDS_POI:02904,,Delayed intubation timing,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Delayed intubation timing,delayed-intubation-timing,,,,,
ARDS_POI:02905,,Delphi ards definition,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Delphi ards definition,delphi-ards-definition,,,,,
ARDS_POI:02906,,Dependent lung filling perflubron,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Dependent lung filling perflubron,dependent-lung-filling-perflubron,,,,,
ARDS_POI:02907,,Depression after ards,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Depression after ards,depression-after-ards,,,,,
ARDS_POI:02908,,Dexmedetomidine,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Dexmedetomidine,dexmedetomidine,,,,,
ARDS_POI:02909,,Diagnostic testing icuaw,POI_population,,,,,,,promoted_from_edge_endpoint,,1,,,,Diagnostic testing icuaw,diagnostic-testing-icuaw,,,,,
ARDS_POI:02910,,Differential peep response by phenotype,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Differential peep response by phenotype,differential-peep-response-by-phenotype,,,,,
ARDS_POI:02911,,Discharge to home vs facility icuaw,POI_population,,,,,,,promoted_from_edge_endpoint,,1,,,,Discharge to home vs facility icuaw,discharge-to-home-vs-facility-icuaw,,,,,
ARDS_POI:02912,,Discrimination septic nonseptic ards,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Discrimination septic nonseptic ards,discrimination-septic-nonseptic-ards,,,,,
ARDS_POI:02913,,Dlco assessment lung cancer,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Dlco assessment lung cancer,dlco-assessment-lung-cancer,,,,,
ARDS_POI:02914,,Dysphagia symptoms ards survivors,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Dysphagia symptoms ards survivors,dysphagia-symptoms-ards-survivors,,,,,
ARDS_POI:02915,,Early activity mobilization respiratory icu,POI_population,,,,,,,promoted_from_edge_endpoint,,1,,,,Early activity mobilization respiratory icu,early-activity-mobilization-respiratory-icu,,,,,
ARDS_POI:02916,,Early mobilisation,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Early mobilisation,early-mobilisation,,,,,
ARDS_POI:02917,,Early pac use,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Early pac use,early-pac-use,,,,,
ARDS_POI:02918,,Ecco2r co2 removal,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Ecco2r co2 removal,ecco2r-co2-removal,,,,,
ARDS_POI:02919,,Ecla use during ards,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Ecla use during ards,ecla-use-during-ards,,,,,
ARDS_POI:02920,,Ecmo complications,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Ecmo complications,ecmo-complications,,,,,
ARDS_POI:02921,,Ecmo duration,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Ecmo duration,ecmo-duration,,,,,
ARDS_POI:02922,,Ecmo treatment,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Ecmo treatment,ecmo-treatment,,,,,
ARDS_POI:02923,,Education program vap prevention,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Education program vap prevention,education-program-vap-prevention,,,,,
ARDS_POI:02924,,Enhanced peep benefit,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Enhanced peep benefit,enhanced-peep-benefit,,,,,
ARDS_POI:02925,,Enteral feeding epa gla antioxidants,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Enteral feeding epa gla antioxidants,enteral-feeding-epa-gla-antioxidants,,,,,
ARDS_POI:02926,,Exogenous surfactant protein c based,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Exogenous surfactant protein c based,exogenous-surfactant-protein-c-based,,,,,
ARDS_POI:02927,,Extracellular matrix turnover ards,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Extracellular matrix turnover ards,extracellular-matrix-turnover-ards,,,,,
ARDS_POI:02928,,Extracorporeal lung assist,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Extracorporeal lung assist,extracorporeal-lung-assist,,,,,
ARDS_POI:02929,,Feasible ards management,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Feasible ards management,feasible-ards-management,,,,,
ARDS_POI:02930,,Full enteral feeding first 6d,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Full enteral feeding first 6d,full-enteral-feeding-first-6d,,,,,
ARDS_POI:02931,,Glutathione repletion nac otz,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Glutathione repletion nac otz,glutathione-repletion-nac-otz,,,,,
ARDS_POI:02932,,Gm csf therapy,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Gm csf therapy,gm-csf-therapy,,,,,
ARDS_POI:02933,,Gravity induced alveolar compression prevention,POI_mechanism,,,,,,,promoted_from_edge_endpoint,,1,,,,Gravity induced alveolar compression prevention,gravity-induced-alveolar-compression-prevention,,,,,
ARDS_POI:02934,,Handgrip dynamometry,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Handgrip dynamometry,handgrip-dynamometry,,,,,
ARDS_POI:02935,,Hfnc for cards avoidance intubation,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Hfnc for cards avoidance intubation,hfnc-for-cards-avoidance-intubation,,,,,
ARDS_POI:02936,,Hfnc initial management,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,Hfnc initial management,hfnc-initial-management,,,,,
ARDS_POI:02937,,High flow nasal cannula hfnc,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,High flow nasal cannula hfnc,high-flow-nasal-cannula-hfnc,,,,,
ARDS_POI:02938,,High flow nasal oxygen and niv,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,High flow nasal oxygen and niv,high-flow-nasal-oxygen-and-niv,,,,,
ARDS_POI:02939,,High flow nasal oxygen physiological support,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,High flow nasal oxygen physiological support,high-flow-nasal-oxygen-physiological-support,,,,,
ARDS_POI:02940,,High incidence elderly,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,High incidence elderly,high-incidence-elderly,,,,,
ARDS_POI:02941,,High peep with recruitment maneuvers olv,POI_intervention,,,,,,,promoted_from_edge_endpoint,,1,,,,High peep with recruitment maneuvers olv,high-peep-with-recruitment-maneuvers-olv,,,,,
ARDS_POI:02942,,High vt volutrauma,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,High vt volutrauma,high-vt-volutrauma,,,,,
ARDS_POI:02943,,Higher failure rate during trial,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Higher failure rate during trial,higher-failure-rate-during-trial,,,,,
ARDS_POI:02944,,Hypoinflammatory ards phenotype,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Hypoinflammatory ards phenotype,hypoinflammatory-ards-phenotype,,,,,
ARDS_POI:02945,,Icu admission severe cap,POI_population,,,,,,,promoted_from_edge_endpoint,,1,,,,Icu admission severe cap,icu-admission-severe-cap,,,,,
ARDS_POI:02946,,Icuap diagnosis,POI_population,,,,,,,promoted_from_edge_endpoint,,1,,,,Icuap diagnosis,icuap-diagnosis,,,,,
ARDS_POI:02947,,Il6 crp ards biomarkers,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Il6 crp ards biomarkers,il6-crp-ards-biomarkers,,,,,
ARDS_POI:02948,,Impaired functional capacity ali,POI_outcome,,,,,,,promoted_from_edge_endpoint,,1,,,,Impaired functional capacity ali,impaired-functional-capacity-ali,,,,,
ARDS_POI:02949,,Improved ards diagnosis,POI_disease,,,,,,,promoted_from_edge_endpoint,,1,,,,Improved ards diagnosis,improved-ards-diagnosis,,,,,
